"com.wandrell.tabletop.dreadball","dreadball-model-persistence","com.bernardomg.tabletop.dreadball","dreadball-model-persistence",
cz.geek,gooddata-java,com.gooddata,gooddata-java,
dbunit,dbunit,org.dbunit,dbunit,
de.cwkr,cwkr-checkstyle,de.cwkr,cwkr-coding-guidelines,
de.cwkr,cwkr-coding-guidelines,de.cwkr,cwkr-pmd,
de.cwkr,tracerr,de.cwkr.validation,validation-util,
de.cwkr.validation,validation-util,de.cwkr,cwkr-util,
de.stklcode.jvault,connector,de.stklcode.jvault,jvault-connector,
de.thksystems,tkscommons-crypto,de.thksystems,tkscommons,
de.thksystems,tkscommons-lang,de.thksystems,tkscommons,
de.thksystems,tkscommons-xstream,de.thksystems,tkscommons,
docbook,docbook-xml,org.docbook,docbook-xml,
docbook,docbook-xsl,org.docbook,docbook-xsl,
dom4j,dom4j,org.dom4j,dom4j,
easymock,easymockclassextension,org.easymock,easymockclassextension,
easymock,easymock,org.easymock,easymock,
ehcache,ehcache,net.sf.ehcache,ehcache,
eu.lp0.slf4j,slf4j-android,uk.uuid,slf4j-android,
fi.jumi,jumi-actors,fi.jumi.actors,jumi-actors,
fi.jumi,jumi-actors-maven-plugin,fi.jumi.actors,jumi-actors-maven-plugin,
fi.jumi,thread-safety-agent,fi.jumi.actors,thread-safety-agent,
fish.payara.arquillian,"arquillian-payara-micro-5-managed",fish.payara.arquillian,"arquillian-payara-micro-managed",
fish.payara.arquillian,"arquillian-payara-server-4-embedded",fish.payara.arquillian,"arquillian-payara-server-embedded",
fish.payara.arquillian,"arquillian-payara-server-4-managed",fish.payara.arquillian,"arquillian-payara-server-managed",
fish.payara.arquillian,"arquillian-payara-server-4-remote",fish.payara.arquillian,"arquillian-payara-server-remote",
fish.payara.arquillian,"payara-container-4-common",fish.payara.arquillian,payara-container-common,
fop,fop,org.apache.xmlgraphics,fop,
freemarker,freemarker,org.freemarker,freemarker,
fr.inria.atlanmod.neoemf,neoemf-blueprints,fr.inria.atlanmod.neoemf,"neoemf-data-blueprints-core",
fr.inria.atlanmod.neoemf,neoemf-blueprints-neo4j,fr.inria.atlanmod.neoemf,"neoemf-data-blueprints-neo4j",
fr.inria.atlanmod.neoemf,neoemf-graph,fr.inria.atlanmod.neoemf,neoemf-data-blueprints,
fr.inria.atlanmod.neoemf,neoemf-hbase,fr.inria.atlanmod.neoemf,neoemf-data-hbase,
fr.inria.atlanmod.neoemf,neoemf-map,fr.inria.atlanmod.neoemf,neoemf-data-mapdb,
fulcrum,,org.apache.fulcrum,,
geronimo,,org.apache.geronimo,,
groovy,groovy-1.0-jsr,groovy,groovy,
hibernate,hibernate,org.hibernate,hibernate,
htmlunit,htmlunit,net.sourceforge.htmlunit,htmlunit,
icu4j,icu4j,com.ibm.icu,icu4j,
icu,icu4j,com.ibm.icu,icu4j,
info.cukes,,io.cucumber,,
io.fabric8,fabric8-maven-plugin,org.eclipse.jkube,kubernetes-maven-plugin,"This project has been rebranded to https://github.com/eclipse-jkube/jkube."
io.fabric8,maven-model-interpreter,io.fabric8,maven-model-helper,
io.github.benas,random-beans,org.jeasy,easy-random-core,
"io.github.animatedledstrip","animatedledstrip-kotlin-pi","io.github.animatedledstrip",animatedledstrip-pi,
io.github.devopsix,hamcrest-mail,org.devopsix,hamcrest-mail,
"io.github.fast-classpath-scanner",fast-classpath-scanner,io.github.classgraph,classgraph,
io.github.lukehutch,fast-classpath-scanner,io.github.classgraph,classgraph,
io.github.openfeign,feign-java8,io.github.openfeign,feign-core,
io.javaslang,,io.vavr,,
io.jenkins.tools,"git-changelist-maven-extension","io.jenkins.tools.incrementals","git-changelist-maven-extension",
io.opentelemetry,"opentelemetry-extension-annotations","io.opentelemetry.instrumentation","opentelemetry-instrumentation-annotations","Deprecated with v1.17.0 and moved to new coordinates"
"io.quee.ktx.framework.dependencies","ktx-business-dependencies",io.quee.ktx.radix,ktx-radix-dependencies,
io.quee.ktx.framework,ktx-business-adapter,io.quee.ktx.radix,ktx-radix-adapter,
io.quee.ktx.framework,"ktx-business-adapter-shared",io.quee.ktx.radix,"ktx-business-adapter-shared",
io.quee.ktx.framework,"ktx-business-development-action-usecase",io.quee.ktx.radix,"ktx-radix-development-usecase-action",
io.quee.ktx.framework,"ktx-business-development-identity",io.quee.ktx.radix,"ktx-radix-development-identity",
io.quee.ktx.framework,ktx-business-development,io.quee.ktx.radix,ktx-radix-development,
io.quee.ktx.framework,"ktx-business-development-reactive-usecases",io.quee.ktx.radix,ktx-radix-tool,
io.quee.ktx.framework,"ktx-business-development-shared",io.quee.ktx.radix,"ktx-radix-development-shared",
io.quee.ktx.framework,"ktx-business-development-store",io.quee.ktx.radix,"ktx-radix-development-store",
io.quee.ktx.framework,"ktx-business-development-usecases",io.quee.ktx.radix,"ktx-radix-development-usecase",
io.quee.ktx.framework,ktx-business-framework,io.quee.api.parent,quee-api-parent,
io.quee.ktx.framework,ktx-business-framework,io.quee.ktx.radix,ktx-radix,
io.quee.ktx.framework,ktx-business-port,io.quee.ktx.radix,ktx-radix-port,
io.quee.ktx.framework,ktx-business-port-logger,io.quee.ktx.radix,ktx-radix-port-logger,
io.quee.ktx.framework,ktx-business-starter,io.quee.ktx.radix,ktx-radix-starter,
io.quee.ktx.framework,"ktx-business-starter-logger",io.quee.ktx.radix,ktx-radix-starter-logger,
io.quee.ktx.framework,ktx-business-tool-http,io.quee.ktx.radix,ktx-radix-tool-http,
io.quee.ktx.framework,ktx-business-tool,io.quee.ktx.radix,ktx-radix-tool,
io.quee.ktx.framework,"ktx-business-tool-json-dsl",io.quee.ktx.radix,ktx-radix-tool-json-dsl,
io.quee.ktx.framework,"ktx-business-tool-test-dsl",io.quee.ktx.radix,ktx-radix-tool-test-dsl,
io.quee.ktx.framework,ktx-business-tool-test,io.quee.ktx.radix,ktx-radix-tool-test,
io.sgr,common-dependencies,io.sgr.maven,common-dependencies,
io.sgr,io.sgr.base,io.sgr.maven,maven-base,
io.sgr,io.sgr,io.sgr,io.sgr.base,
io.smallrye,smallrye-config-common,io.smallrye.config,smallrye-config-common,
io.smallrye,smallrye-config-docs,io.smallrye.config,smallrye-config-docs,
io.smallrye,smallrye-config,io.smallrye.config,smallrye-config,
io.smallrye,smallrye-config-parent,io.smallrye.config,smallrye-config-parent,
io.smallrye,smallrye-config-release,io.smallrye.config,smallrye-config-release,
io.swagger,,io.swagger.core.v3,,
io.wcm,io.wcm.testing.aem-mock,io.wcm,"io.wcm.testing.aem-mock.junit4",
itext,itext,com.lowagie,itext,
jaas,jaas,javax.security,jaas,
jaf,activation,javax.activation,activation,
jarjar,jarjar,com.tonicsystems,jarjar,
javacc,javacc,net.java.dev.javacc,javacc,
javamail,javamail,javax.mail,mail,
javamail,mail,javax.mail,mail,
javassist,javassist,org.javassist,javassist,
javax.activation,activation,javax.activation,javax.activation-api,
javax.activation,javax.activation-api,jakarta.activation,jakarta.activation-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.annotation,javax.annotation-api,jakarta.annotation,jakarta.annotation-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.el,el-api,javax.el,javax.el-api,
javax.el,javax.el-api,jakarta.el,jakarta.el-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.mail,javax.mail-api,jakarta.mail,jakarta.mail-api,
javax.mail,mail,javax.mail,javax.mail-api,
javax.inject,javax.inject,jakarta.inject,jakarta.inject-api,
javax.json,javax.json-api,jakarta.json,jakarta.json-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.security.jacc,javax.security.jacc-api,jakarta.security.jacc,"jakarta.security.jacc-api","Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
"javax.security.auth.message","javax.security.auth.message-api","jakarta.security.auth.message","jakarta.security.auth.message-api","Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.mail,javax.mail-api,jakarta.mail,jakarta.mail-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.xml.ws,jaxws-api,jakarta.xml.ws,jakarta.xml.ws-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.jws,javax.jws-api,jakarta.jws,jakarta.jws-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.xml.soap,javax.xml.soap-api,jakarta.xml.soap,jakarta.xml.soap-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.xml.bind,javax.xml.soap-api,jakarta.xml.soap,jakarta.xml.soap-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.resource,javax.resource-api,jakarta.resource,jakarta.resource-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.jms,javax.jms-api,jakarta.jms,jakarta.jms-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.json.bind,javax.json.bind-api,jakarta.json.bind,jakarta.json.bind-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.servlet.jsp,javax.servlet.jsp-api,jakarta.servlet.jsp,jakarta.servlet.jsp-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.servlet.jsp.jstl,"javax.servlet.jsp.jstl-api",jakarta.servlet.jsp.jstl,"jakarta.servlet.jsp.jstl-api","Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.transaction,javax.transaction-api,jakarta.transaction,jakarta.transaction-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.management.j2ee,"javax.management.j2ee-api",jakarta.management.j2ee,"jakarta.management.j2ee-api","Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.enterprise.deploy,"javax.enterprise.deploy-api","jakarta.enterprise.deploy","jakarta.enterprise.deploy-api","Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.xml.rpc,javax.xml.rpc-api,jakarta.xml.rpc,jakarta.xml.rpc-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.xml.registry,javax.xml.registry-api,jakarta.xml.registry,jakarta.xml.registry-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.websocket,javax.websocket-all,jakarta.websocket,jakarta.websocket-all,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.websocket-api,"javax.websocket-client-api",jakarta.websocket-api,"jakarta.websocket-client-api","Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
"javax.enterprise.concurrent","javax.enterprise.concurrent-api","jakarta.enterprise.concurrent","jakarta.enterprise.concurrent-api","Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.ejb,javax.ejb-api,jakarta.ejb,jakarta.ejb-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
"javax.security.enterprise","javax.security.enterprise-api","jakarta.security.enterprise","jakarta.security.enterprise-api","Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.interceptor,javax.interceptor-api,jakarta.interceptor,jakarta.interceptor-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.faces,javax.faces-api,jakarta.faces,jakarta.faces-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.persistence,javax.persistence-api,jakarta.persistence,jakarta.persistence-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.persistence,persistence-api,javax.persistence,javax.persistence-api,
javax.servlet,javax.servlet-api,jakarta.servlet,jakarta.servlet-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.servlet,servlet-api,javax.servlet,javax.servlet-api,
javax.validation,validation-api,jakarta.validation,jakarta.validation-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.ws.rs,javax.ws.rs-api,jakarta.ws.rs,jakarta.ws.rs-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.xml,jaxb-api,javax.xml.bind,jaxb-api,
javax.xml,jaxrpc,javax.xml,jaxrpc-api,
javax.xml,jaxws-api,javax.xml.ws,jaxws-api,
javax.xml.bind,jaxb-api,jakarta.xml.bind,jakarta.xml.bind-api,"Java EE new home is Jakarta EE, see https://wiki.eclipse.org/Jakarta_EE_Maven_Coordinates"
javax.xml.soap,saaj-impl,"com.sun.xml.messaging.saaj",saaj-impl,
jboss,javassist,org.javassist,javassist,
jca,jca,javax.resource,connector,
jca,jca,javax.resource,connector-api,
jcharts,jcharts,net.sf.jcharts,krysalis-jCharts,
jcifs,jcifs,org.samba.jcifs,jcifs,
jdbc,jdbc,javax.sql,jdbc-stdext,
jdbc,jdbc-stdext,javax.sql,jdbc-stdext,
jdo,jdo,javax.jdo,jdo,
jdom,jdom,org.jdom,jdom,
jexcelapi,jxl,"net.sourceforge.jexcelapi",jxl,
jfreechart,jfreechart,jfree,jfreechart,
jgrapht,jgrapht,org.jgrapht,jgrapht-jdk1.5,
jms,jms,javax.jms,jms,
jsch,jsch,com.jcraft,jsch,
jspapi,jsp-api,javax.servlet,jsp-api,
jstl,jstl,javax.servlet,jstl,
jta,jta,javax.transaction,jta,
jtds,jtds,net.sourceforge.jtds,jtds,
jug,jug,org.safehaus.jug,jug,
junit,junit-dep,junit,junit,
jwebunit,jwebunit,net.sourceforge.jwebunit,jwebunit,
jython,jython,org.python,jython,
kxml2,kxml2,net.sf.kxml,kxml2,
kxml,kxml,net.sf.kxml,kxml2,
netbeans,cvslib,org.netbeans,lib,
mysql,mysql-connector-java,com.mysql,mysql-connector-j,
net.htmlparser,jericho-html,net.htmlparser.jericho,jericho-html,
"net.javacrumbs.future-converter",common,"net.javacrumbs.future-converter",future-converter-common,
"net.javacrumbs.future-converter",java8-guava,"net.javacrumbs.future-converter","future-converter-java8-guava",
"net.javacrumbs.future-converter",rxjava-java8,"net.javacrumbs.future-converter","future-converter-rxjava-java8",
"net.javacrumbs.future-converter",spring-guava,"net.javacrumbs.future-converter","future-converter-spring-guava",
"net.javacrumbs.future-converter",spring-java8,"net.javacrumbs.future-converter","future-converter-spring-java8",
"net.javacrumbs.future-converter",spring-rxjava,"net.javacrumbs.future-converter","future-converter-spring-rxjava",
net.java.dev.urlrewrite,urlrewritefilter,org.tuckey,urlrewritefilter,
net.jockx,littleproxy,xyz.rogfam,littleproxy,
net.ju-n,net-ju-n-parent,net.nicoulaj,net-ju-n-parent,
net.ju-n,net-ju-n-parent,net.nicoulaj,parent,
net.kieker-monitoring,kieker-aspectj,net.kieker-monitoring,kieker,
net.kieker-monitoring,kieker-emf,net.kieker-monitoring,kieker,
