CVE-2005-4849,2022-05-01T02:31:27Z,"Apache Derby exposes user and password attributes",org.apache.derby:derby,0,10.1.2.1,MODERATE,CWE-200
CVE-2006-0254,2022-05-01T06:38:20Z,"Apache Geronimo console 1.0 vulnerable to cross-site scripting","geronimo:geronimo-console-standard",0,1.1,MODERATE,CWE-79
CVE-2006-1546,2022-05-01T06:50:42Z,"Apache Struts vulnerable to Improper Input Validation",struts:struts,0,1.2.9,HIGH,CWE-20
CVE-2006-1547,2022-05-01T06:50:42Z,"Improper Input Validation in Apache Struts",struts:struts,0,1.2.9,HIGH,CWE-20
CVE-2006-1548,2022-05-01T06:50:42Z,"Cross-site scripting in Apache Struts",struts:struts,0,1.2.9,LOW,CWE-79
CVE-2006-2759,2022-05-01T07:02:10Z,"Improper Input Validation in Mortbay Jetty ",org.mortbay.jetty:jetty,0,6.0.0,MODERATE,CWE-20
CVE-2006-7196,2022-05-01T07:45:38Z,"Cross-site scripting in Apache Tomcat",org.apache.tomcat:tomcat,4.0.0,4.0.7,MODERATE,CWE-79
CVE-2006-7196,2022-05-01T07:45:38Z,"Cross-site scripting in Apache Tomcat",org.apache.tomcat:tomcat,4.1.0,4.1.32,MODERATE,CWE-79
CVE-2006-7196,2022-05-01T07:45:38Z,"Cross-site scripting in Apache Tomcat",org.apache.tomcat:tomcat,5.0.0,5.0.31,MODERATE,CWE-79
CVE-2006-7196,2022-05-01T07:45:38Z,"Cross-site scripting in Apache Tomcat",org.apache.tomcat:tomcat,5.5.0,5.5.16,MODERATE,CWE-79
CVE-2007-0184,2022-05-01T17:42:17Z,"Incorrect Authorization in Getahead Direct Web Remoting","org.directwebremoting:dwr",0,1.1.4,HIGH,CWE-863
CVE-2007-0185,2022-05-01T17:42:17Z,"Direct Web Remoting vulnerable to Denial of Service","org.directwebremoting:dwr",0,1.1.4,HIGH,
CVE-2007-0450,2022-05-01T17:44:16Z,"Apache Tomcat Directory Traversal",org.apache.tomcat:tomcat,5.0,5.5.22,MODERATE,CWE-22
CVE-2007-0450,2022-05-01T17:44:16Z,"Apache Tomcat Directory Traversal",org.apache.tomcat:tomcat,6.0,6.0.10,MODERATE,CWE-22
CVE-2007-1358,2022-05-01T17:52:51Z,"Apache Tomcat XSS In Accept-Language Headers",org.apache.tomcat:tomcat,4.0.0,,LOW,CWE-79
CVE-2007-1358,2022-05-01T17:52:51Z,"Apache Tomcat XSS In Accept-Language Headers",org.apache.tomcat:tomcat,4.1.0,,LOW,CWE-79
CVE-2007-2449,2022-05-01T18:03:36Z,"Apache Tomcat XSS Vulnerabilities in Examples Web Application",org.apache.tomcat:tomcat,4.0.0,,MODERATE,
CVE-2007-2449,2022-05-01T18:03:36Z,"Apache Tomcat XSS Vulnerabilities in Examples Web Application",org.apache.tomcat:tomcat,5.0.0,,MODERATE,
CVE-2007-2449,2022-05-01T18:03:36Z,"Apache Tomcat XSS Vulnerabilities in Examples Web Application",org.apache.tomcat:tomcat,5.5.0,,MODERATE,
CVE-2007-2449,2022-05-01T18:03:36Z,"Apache Tomcat XSS Vulnerabilities in Examples Web Application",org.apache.tomcat:tomcat,6.0.0,,MODERATE,
CVE-2007-3382,2022-05-01T18:13:14Z,"Apache Tomcat treats single quotes as delimiters in cookies",org.apache.tomcat:tomcat,3.3.0,,MODERATE,CWE-200
CVE-2007-3382,2022-05-01T18:13:14Z,"Apache Tomcat treats single quotes as delimiters in cookies",org.apache.tomcat:tomcat,4.1.0,,MODERATE,CWE-200
CVE-2007-3382,2022-05-01T18:13:14Z,"Apache Tomcat treats single quotes as delimiters in cookies",org.apache.tomcat:tomcat,5.0.0,,MODERATE,CWE-200
CVE-2007-3382,2022-05-01T18:13:14Z,"Apache Tomcat treats single quotes as delimiters in cookies",org.apache.tomcat:tomcat,5.5.0,,MODERATE,CWE-200
CVE-2007-3382,2022-05-01T18:13:14Z,"Apache Tomcat treats single quotes as delimiters in cookies",org.apache.tomcat:tomcat,6.0.0,,MODERATE,CWE-200
CVE-2007-3383,2022-05-01T18:13:14Z,"Apache Tomcat SendMailServlet XSS",org.apache.tomcat:tomcat,4.0.0,,MODERATE,CWE-80
CVE-2007-3383,2022-05-01T18:13:14Z,"Apache Tomcat SendMailServlet XSS",org.apache.tomcat:tomcat,4.1.0,,MODERATE,CWE-80
CVE-2007-3384,2022-05-01T18:13:15Z,"Apache Tomcat's CookieExample Vulnerable to XSS",org.apache.tomcat:tomcat,3.3.0,,MODERATE,CWE-80
CVE-2007-3385,2022-05-01T18:13:14Z,"Apache Tomcat Mishandles Character Sequence in Cookies",org.apache.tomcat:tomcat,3.3.0,,MODERATE,CWE-200
CVE-2007-3385,2022-05-01T18:13:14Z,"Apache Tomcat Mishandles Character Sequence in Cookies",org.apache.tomcat:tomcat,4.1.0,,MODERATE,CWE-200
CVE-2007-3385,2022-05-01T18:13:14Z,"Apache Tomcat Mishandles Character Sequence in Cookies",org.apache.tomcat:tomcat,5.0.0,,MODERATE,CWE-200
CVE-2007-3385,2022-05-01T18:13:14Z,"Apache Tomcat Mishandles Character Sequence in Cookies",org.apache.tomcat:tomcat,5.5.0,,MODERATE,CWE-200
CVE-2007-3385,2022-05-01T18:13:14Z,"Apache Tomcat Mishandles Character Sequence in Cookies",org.apache.tomcat:tomcat,6.0.0,,MODERATE,CWE-200
CVE-2007-4556,2022-05-01T18:24:47Z,"OpenSymphony XWork vulnerable to improper input validation",opensymphony:xwork,0,1.2.3,MODERATE,CWE-20
CVE-2007-4556,2022-05-01T18:24:47Z,"OpenSymphony XWork vulnerable to improper input validation",opensymphony:xwork,2.0.0,2.0.4,MODERATE,CWE-20
CVE-2007-4724,2022-05-01T18:26:30Z,"Apache Tomcat Example Application CSRF and XSS Vulnerabilities",org.apache.tomcat:tomcat,0,,MODERATE,CWE-352
CVE-2007-5333,2022-05-01T18:32:19Z,"Exposure of Sensitive Information in Apache Tomcat",org.apache.tomcat:tomcat,4.1.0,4.1.37,MODERATE,CWE-200
CVE-2007-5333,2022-05-01T18:32:19Z,"Exposure of Sensitive Information in Apache Tomcat",org.apache.tomcat:tomcat,5.5.0,5.5.26,MODERATE,CWE-200
CVE-2007-5333,2022-05-01T18:32:19Z,"Exposure of Sensitive Information in Apache Tomcat",org.apache.tomcat:tomcat,6.0.0,6.0.15,MODERATE,CWE-200
CVE-2007-5342,2022-05-01T18:32:22Z,"JULI logging component in Apache Tomcat does not restrict certain permissions for web applications","org.apache.tomcat:tomcat-juli",5.5.9,,MODERATE,CWE-284
CVE-2007-5342,2022-05-01T18:32:22Z,"JULI logging component in Apache Tomcat does not restrict certain permissions for web applications","org.apache.tomcat:tomcat-juli",6.0.0,,MODERATE,CWE-284
CVE-2007-5461,2022-05-01T18:33:34Z,"Apache Tomcat Path Traversal Vulnerability",org.apache.tomcat:tomcat,4.0.0,,LOW,CWE-22
CVE-2007-5461,2022-05-01T18:33:34Z,"Apache Tomcat Path Traversal Vulnerability",org.apache.tomcat:tomcat,5.5.0,,LOW,CWE-22
CVE-2007-5461,2022-05-01T18:33:34Z,"Apache Tomcat Path Traversal Vulnerability",org.apache.tomcat:tomcat,6.0.0,,LOW,CWE-22
CVE-2007-5613,2022-05-01T18:35:00Z,"Mortbay Jetty vulnerable to Cross-site scripting",org.mortbay.jetty:jetty,0,6.1.6,MODERATE,CWE-79
CVE-2007-5614,2022-05-01T18:35:01Z,"Improper Authentication in Mortbay Jetty",org.mortbay.jetty:jetty,0,6.1.6,HIGH,CWE-287
CVE-2007-5615,2022-05-01T18:35:01Z,"Mortbay Jetty CRLF Injection Vulnerability",org.mortbay.jetty:jetty,0,6.1.6rc0,MODERATE,CWE-94
CVE-2007-6286,2022-05-01T18:41:17Z,"Apache Tomcat Does Not Properly Handle Empty Requests",org.apache.tomcat:tomcat,5.5.11,,MODERATE,CWE-200
CVE-2007-6286,2022-05-01T18:41:17Z,"Apache Tomcat Does Not Properly Handle Empty Requests",org.apache.tomcat:tomcat,6.0.0,,MODERATE,CWE-200
CVE-2007-6382,2022-05-01T18:42:25Z,"Robocode Arbitrary Code Execution","net.sf.robocode:robocode.core",0,1.5.1,MODERATE,CWE-94
CVE-2007-6672,2022-05-01T18:45:22Z,"Mortbay Jetty Double Slash URI Information Disclosure Vulnerability",org.mortbay.jetty:jetty,6.1.5,6.1.7,MODERATE,CWE-22
CVE-2007-6721,2022-05-01T18:45:52Z,"Legion of the Bouncy Castle Java Cryptography API Bleichenbacher Oracle Vulnerability","bouncycastle:bcprov-jdk14",0,1.38,HIGH,CWE-203
CVE-2007-6721,2022-05-01T18:45:52Z,"Legion of the Bouncy Castle Java Cryptography API Bleichenbacher Oracle Vulnerability","bouncycastle:bcprov-jdk15",0,1.38,HIGH,CWE-203
CVE-2007-6721,2022-05-01T18:45:52Z,"Legion of the Bouncy Castle Java Cryptography API Bleichenbacher Oracle Vulnerability","bouncycastle:bcprov-jdk16",0,1.38,HIGH,CWE-203
CVE-2007-6726,2022-05-01T18:45:52Z,"Apache Struts Dojo Plugin XSS Vulnerability","org.apache.struts:struts2-dojo-plugin",0.4.1,0.4.3,MODERATE,CWE-79
CVE-2008-1232,2022-05-01T23:37:49Z,"Apache Tomcat Cross-site scripting (XSS) vulnerability",org.apache.tomcat:tomcat,4.1.0,4.1.38,MODERATE,CWE-79
CVE-2008-1232,2022-05-01T23:37:49Z,"Apache Tomcat Cross-site scripting (XSS) vulnerability",org.apache.tomcat:tomcat,5.5.0,5.5.27,MODERATE,CWE-79
CVE-2008-1232,2022-05-01T23:37:49Z,"Apache Tomcat Cross-site scripting (XSS) vulnerability",org.apache.tomcat:tomcat,6.0.0,6.0.17,MODERATE,CWE-79
CVE-2008-1285,2022-05-01T23:38:35Z,"Cross-site scripting (XSS) vulnerability in Sun Java Server Faces (JSF)",com.sun.faces:jsf-api,0,1.2.08,MODERATE,CWE-79
CVE-2008-5515,2022-05-14T01:17:23Z,"Directory Traversal in Apache Tomcat",org.apache.tomcat:tomcat,4.1.0,4.1.40,MODERATE,CWE-22
CVE-2008-5515,2022-05-14T01:17:23Z,"Directory Traversal in Apache Tomcat",org.apache.tomcat:tomcat,5.5.0,5.5.28,MODERATE,CWE-22
CVE-2008-5515,2022-05-14T01:17:23Z,"Directory Traversal in Apache Tomcat",org.apache.tomcat:tomcat,6.0.0,6.0.20,MODERATE,CWE-22
CVE-2008-6504,2022-05-17T02:11:15Z,"Improper Input Validation in OpenSymphony XWork",com.opensymphony:xwork,0,2.0.6,MODERATE,CWE-20
CVE-2008-6504,2022-05-17T02:11:15Z,"Improper Input Validation in OpenSymphony XWork",com.opensymphony:xwork,2.1.0,2.1.2,MODERATE,CWE-20
CVE-2009-0026,2022-05-02T03:12:28Z,"Apache Jackrabbit contains Cross-site Scripting","org.apache.jackrabbit:jackrabbit",0,1.5.2,MODERATE,CWE-79
CVE-2009-0039,2022-05-02T03:12:31Z,"Apache Geronimo Application Server CSRF vulnerabilities","org.apache.geronimo.plugins:console",0,2.1.4,MODERATE,CWE-352
CVE-2009-0217,2022-05-02T03:13:38Z,"Apache XML Security For Java vulnerable to authentication bypass by HMAC truncation","org.apache.santuario:xmlsec",1.4.0,1.4.3,MODERATE,
CVE-2009-0580,2022-05-02T03:16:43Z,"Exposure of Sensitive Information in Apache Tomcat",org.apache.tomcat:tomcat,4.1.0,4.1.40,MODERATE,CWE-200
CVE-2009-0580,2022-05-02T03:16:43Z,"Exposure of Sensitive Information in Apache Tomcat",org.apache.tomcat:tomcat,5.0.0,5.5.28,MODERATE,CWE-200
CVE-2009-0580,2022-05-02T03:16:43Z,"Exposure of Sensitive Information in Apache Tomcat",org.apache.tomcat:tomcat,6.0.0,6.0.19,MODERATE,CWE-200
CVE-2009-0781,2022-05-02T03:18:14Z,"Cross-site scripting in Apache Tomcat",org.apache.tomcat:tomcat,4.1.0,,MODERATE,CWE-79
CVE-2009-0781,2022-05-02T03:18:14Z,"Cross-site scripting in Apache Tomcat",org.apache.tomcat:tomcat,5.5.0,,MODERATE,CWE-79
CVE-2009-0781,2022-05-02T03:18:14Z,"Cross-site scripting in Apache Tomcat",org.apache.tomcat:tomcat,6.0.0,6.0.20,MODERATE,CWE-79
CVE-2009-0783,2022-05-02T03:18:15Z,"Exposure of Sensitive Information to an Unauthorized Actor in Apache Tomcat",org.apache.tomcat:tomcat,4.1.0,,MODERATE,CWE-200
CVE-2009-0783,2022-05-02T03:18:15Z,"Exposure of Sensitive Information to an Unauthorized Actor in Apache Tomcat",org.apache.tomcat:tomcat,5.5.0,,MODERATE,CWE-200
CVE-2009-0783,2022-05-02T03:18:15Z,"Exposure of Sensitive Information to an Unauthorized Actor in Apache Tomcat",org.apache.tomcat:tomcat,6.0.0,6.0.20,MODERATE,CWE-200
CVE-2009-1190,2022-05-02T03:22:35Z,"Spring Framework Inefficient Regular Expression Complexity","org.springframework:spring-core",1.1.0,3.0.0.RELEASE,MODERATE,CWE-1333
CVE-2009-1523,2022-05-02T03:26:04Z,"Directory traversal in Mort Bay Jetty",org.mortbay.jetty:jetty,0,6.1.17,MODERATE,CWE-22
CVE-2009-1523,2022-05-02T03:26:04Z,"Directory traversal in Mort Bay Jetty",org.mortbay.jetty:jetty,7.0.0.M0,7.0.0.M2,MODERATE,CWE-22
CVE-2009-2625,2020-06-15T18:51:30Z,"Denial of service in Apache Xerces2",xerces:xercesImpl,0,2.10.0,MODERATE,
CVE-2009-2901,2022-05-02T03:39:47Z,"Improper Authentication in Apache Tomcat",org.apache.tomcat:tomcat,5.5.0,5.5.29,MODERATE,CWE-287
CVE-2009-2901,2022-05-02T03:39:47Z,"Improper Authentication in Apache Tomcat",org.apache.tomcat:tomcat,6.0.0,6.0.24,MODERATE,CWE-287
CVE-2009-2902,2022-05-02T03:39:48Z,"Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') in Apache Tomcat",org.apache.tomcat:tomcat,5.5.0,5.5.29,MODERATE,CWE-22
CVE-2009-2902,2022-05-02T03:39:48Z,"Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') in Apache Tomcat",org.apache.tomcat:tomcat,6.0.0,6.0.24,MODERATE,CWE-22
CVE-2009-4269,2022-05-02T03:53:13Z,"Use of Password Hash With Insufficient Computational Effort in Apache Derby",org.apache.derby:derby,0,10.6.1.0,MODERATE,CWE-916
CVE-2009-4611,2022-05-02T03:56:13Z,"Improper input validation in Mort Bay Jetty",org.mortbay.jetty:jetty,6.0.0,6.1.23,HIGH,CWE-20
CVE-2009-4611,2022-05-02T03:56:13Z,"Improper input validation in Mort Bay Jetty",org.mortbay.jetty:jetty,7.0.0,7.0.2,HIGH,CWE-20
CVE-2010-10006,2023-01-18T00:30:18Z,"Observable timing discrepancy in JOpenId",org.expressme:JOpenId,0,1.08,HIGH,CWE-203;CWE-208
CVE-2010-1157,2022-05-02T06:19:37Z,"Exposure of Sensitive Information to an Unauthorized Actor in Apache Tomcat",org.apache.tomcat:tomcat,5.5.0,5.5.30,MODERATE,CWE-200
CVE-2010-1157,2022-05-02T06:19:37Z,"Exposure of Sensitive Information to an Unauthorized Actor in Apache Tomcat",org.apache.tomcat:tomcat,6.0.0,6.0.28,MODERATE,CWE-200
CVE-2010-1330,2022-05-02T06:21:36Z,"Cross-site Scripting in in JRuby",org.jruby:jruby-core,0,1.4.1,MODERATE,CWE-79
CVE-2010-1622,2022-05-17T03:28:34Z,"Improper Control of Generation of Code ('Code Injection') in Spring Framework","org.springframework:spring",2.5.0,2.5.7,MODERATE,CWE-94
CVE-2010-1622,2022-05-17T03:28:34Z,"Improper Control of Generation of Code ('Code Injection') in Spring Framework","org.springframework:spring",3.0.0,3.0.3,MODERATE,CWE-94
CVE-2010-1632,2022-05-17T02:22:43Z,"Improper Input Validation in Apache Axis2","org.apache.axis2.wso2:axis2",0,1.5.2,HIGH,CWE-20
CVE-2010-1870,2022-05-13T01:14:26Z,"Server side object manipulation in Apache Struts","org.apache.struts:struts2-core",0,2.2.1,MODERATE,
CVE-2010-2057,2022-05-17T05:45:54Z,"Improper Authentication in Apache MyFaces","org.apache.myfaces.core:myfaces-impl",1.1.0,1.1.8,MODERATE,CWE-287
CVE-2010-2057,2022-05-17T05:45:54Z,"Improper Authentication in Apache MyFaces","org.apache.myfaces.core:myfaces-impl",1.2.0,1.2.9,MODERATE,CWE-287
CVE-2010-2057,2022-05-17T05:45:54Z,"Improper Authentication in Apache MyFaces","org.apache.myfaces.core:myfaces-impl",2.0.0,2.0.1,MODERATE,CWE-287
CVE-2010-2057,2022-05-17T05:45:54Z,"Improper Authentication in Apache MyFaces","org.apache.myfaces.shared:myfaces-shared-core",1.1.0,1.1.8,MODERATE,CWE-287
CVE-2010-2057,2022-05-17T05:45:54Z,"Improper Authentication in Apache MyFaces","org.apache.myfaces.shared:myfaces-shared-core",1.2.0,1.2.9,MODERATE,CWE-287
CVE-2010-2057,2022-05-17T05:45:54Z,"Improper Authentication in Apache MyFaces","org.apache.myfaces.shared:myfaces-shared-core",2.0.0,2.0.1,MODERATE,CWE-287
CVE-2010-2076,2022-05-13T01:09:23Z,"Improper Input Validation in Apache CXF","org.apache.cxf:cxf-rt-frontend-jaxrs",2.0.0,2.0.13,HIGH,CWE-20
CVE-2010-2076,2022-05-13T01:09:23Z,"Improper Input Validation in Apache CXF","org.apache.cxf:cxf-rt-frontend-jaxrs",2.1.0,2.1.10,HIGH,CWE-20
CVE-2010-2076,2022-05-13T01:09:23Z,"Improper Input Validation in Apache CXF","org.apache.cxf:cxf-rt-frontend-jaxrs",2.2.0,2.2.9,HIGH,CWE-20
CVE-2010-2103,2022-05-14T02:44:30Z,"Improper Neutralization of Input During Web Page Generation in Apache Axis2","org.apache.axis2.wso2:axis2",1.4.1,1.6.0,MODERATE,CWE-79
CVE-2010-2232,2022-05-17T00:29:52Z,"Improper Access Control in Apache Derby",org.apache.derby:derby,10.1.2.1,10.4.2.0,HIGH,CWE-284
CVE-2010-3300,2021-08-13T15:22:24Z,"Padding oracle attacks",org.owasp.esapi:esapi,0,2.0GA,MODERATE,CWE-649
CVE-2010-3700,2022-05-14T02:43:11Z,"Authentication Bypass Using an Alternate Path or Channel in SpringSource Spring Security and Acegi Security","org.acegisecurity:acegi-security",1.0.0,,MODERATE,CWE-288
CVE-2010-3700,2022-05-14T02:43:11Z,"Authentication Bypass Using an Alternate Path or Channel in SpringSource Spring Security and Acegi Security","org.springframework.security:spring-security-core",2.0.0,2.0.6,MODERATE,CWE-288
CVE-2010-3700,2022-05-14T02:43:11Z,"Authentication Bypass Using an Alternate Path or Channel in SpringSource Spring Security and Acegi Security","org.springframework.security:spring-security-core",3.0.0,3.0.4,MODERATE,CWE-288
CVE-2010-3708,2022-05-17T05:45:03Z,"Drools Improper Input Validation vulnerability allows remote attackers to execute arbitrary code in JBoss EAP",org.drools:drools-core,0,4.0.7,HIGH,CWE-20
CVE-2010-3718,2022-05-14T01:17:02Z,"Improper Limitation of a Pathname to a Restricted Directory in Apache Tomcat",org.apache.tomcat:tomcat,5.5.0,5.5.30,LOW,CWE-22
CVE-2010-3718,2022-05-14T01:17:02Z,"Improper Limitation of a Pathname to a Restricted Directory in Apache Tomcat",org.apache.tomcat:tomcat,6.0.0,6.0.30,LOW,CWE-22
CVE-2010-3718,2022-05-14T01:17:02Z,"Improper Limitation of a Pathname to a Restricted Directory in Apache Tomcat",org.apache.tomcat:tomcat,7.0.0,7.0.4,LOW,CWE-22
CVE-2010-4172,2022-05-14T02:42:46Z,"Improper Neutralization of Input During Web Page Generation  in Apache Tomcat",org.apache.tomcat:tomcat,6.0.12,,MODERATE,CWE-79
CVE-2010-4172,2022-05-14T02:42:46Z,"Improper Neutralization of Input During Web Page Generation  in Apache Tomcat",org.apache.tomcat:tomcat,7.0.0,7.0.5,MODERATE,CWE-79
CVE-2010-5312,2017-10-24T18:33:38Z,"Cross-site Scripting in jquery-ui","org.webjars.npm:jquery-ui",1.7.0,1.10.0,MODERATE,CWE-79
CVE-2011-0013,2022-05-03T03:25:09Z,"Improper Neutralization of Input During Web Page Generation in Apache Tomcat",org.apache.tomcat:tomcat,5.5.0,5.5.32,MODERATE,CWE-79
CVE-2011-0013,2022-05-03T03:25:09Z,"Improper Neutralization of Input During Web Page Generation in Apache Tomcat",org.apache.tomcat:tomcat,6.0.0,6.0.30,MODERATE,CWE-79
CVE-2011-0013,2022-05-03T03:25:09Z,"Improper Neutralization of Input During Web Page Generation in Apache Tomcat",org.apache.tomcat:tomcat,7.0.0,7.0.6,MODERATE,CWE-79
CVE-2011-1183,2022-05-14T02:56:10Z,"Access controll bypass in Apache Tomcat",org.apache.tomcat:tomcat,7.0.11,7.0.12,MODERATE,
CVE-2011-1184,2022-05-14T01:17:02Z,"Authentication Bypass in Apache Tomcat",org.apache.tomcat:tomcat,5.5.0,5.5.34,MODERATE,
CVE-2011-1184,2022-05-14T01:17:02Z,"Authentication Bypass in Apache Tomcat",org.apache.tomcat:tomcat,6.0.0,6.0.33,MODERATE,
CVE-2011-1184,2022-05-14T01:17:02Z,"Authentication Bypass in Apache Tomcat",org.apache.tomcat:tomcat,7.0.0,7.0.12,MODERATE,
CVE-2011-1411,2022-05-17T05:02:41Z,"Improper Authentication in OpenSAML",org.opensaml:opensaml,2.4.0,2.4.3,MODERATE,CWE-287
CVE-2011-1411,2022-05-17T05:02:41Z,"Improper Authentication in OpenSAML",org.opensaml:opensaml,2.5.0,2.5.1,MODERATE,CWE-287
CVE-2011-1483,2022-05-13T01:39:29Z,"JBossWS vulnerable to uncontrolled recursion","org.jboss.ws:jbossws-common",0,2.1.0.Final,LOW,CWE-400
CVE-2011-1498,2022-05-17T05:39:03Z,"Exposure of Sensitive Information to an Unauthorized Actor in Apache HttpClient","org.apache.httpcomponents:httpclient",4.0.0,4.1.1,MODERATE,CWE-200
CVE-2011-1582,2022-05-14T02:55:47Z,"Access restriction bypass in Apache Tomcat",org.apache.tomcat:tomcat,7.0.12,7.0.14,MODERATE,
CVE-2011-1772,2022-05-17T05:35:28Z,"Cross-site Scripting in Apache Struts","org.apache.struts:struts2-core",0,2.2.3,LOW,CWE-79
CVE-2011-2088,2022-05-14T02:55:17Z,"XWork in Apache Struts Reveals Sensitive Information","org.apache.struts.xwork:xwork-core",0,2.2.2,MODERATE,CWE-200
CVE-2011-2204,2022-05-14T01:17:03Z,"Insertion of Sensitive Information into Log File in Apache Tomcat",org.apache.tomcat:tomcat,5.5.0,5.5.34,MODERATE,CWE-200;CWE-532
CVE-2011-2204,2022-05-14T01:17:03Z,"Insertion of Sensitive Information into Log File in Apache Tomcat",org.apache.tomcat:tomcat,6.0.0,6.0.33,MODERATE,CWE-200;CWE-532
CVE-2011-2204,2022-05-14T01:17:03Z,"Insertion of Sensitive Information into Log File in Apache Tomcat",org.apache.tomcat:tomcat,7.0.0,7.0.19,MODERATE,CWE-200;CWE-532
CVE-2011-2481,2022-05-17T02:44:28Z,"Apache Tomcat Allows Replacing of XML Parser",org.apache.tomcat:tomcat,7.0.0,7.0.17,MODERATE,CWE-200
CVE-2011-2487,2022-04-22T00:24:28Z,"Use of a Broken or Risky Cryptographic Algorithm  in Apache WSS4J","org.apache.ws.security:wss4j",0,1.6.5,MODERATE,CWE-327
CVE-2011-2526,2022-05-14T01:17:03Z,"Improper Input Validation in Apache Tomcat",org.apache.tomcat:tomcat,0,5.5.34,MODERATE,CWE-20
CVE-2011-2526,2022-05-14T01:17:03Z,"Improper Input Validation in Apache Tomcat",org.apache.tomcat:tomcat,6.0.0,6.0.33,MODERATE,CWE-20
CVE-2011-2526,2022-05-14T01:17:03Z,"Improper Input Validation in Apache Tomcat",org.apache.tomcat:tomcat,7.0.0,7.0.19,MODERATE,CWE-20
CVE-2011-2730,2022-05-17T02:16:01Z,"Improper Neutralization of Directives in Dynamically Evaluated Code in Spring Framework","org.springframework:spring-core",0,2.5.6.SEC03,HIGH,
CVE-2011-2730,2022-05-17T02:16:01Z,"Improper Neutralization of Directives in Dynamically Evaluated Code in Spring Framework","org.springframework:spring-core",2.5.7.SR0,2.5.7.SR023,HIGH,
CVE-2011-2730,2022-05-17T02:16:01Z,"Improper Neutralization of Directives in Dynamically Evaluated Code in Spring Framework","org.springframework:spring-core",3.0.0,3.0.6,HIGH,
CVE-2011-2731,2022-05-17T04:59:50Z,"Concurrent Execution using Shared Resource with Improper Synchronization in Spring Security","org.springframework.security:spring-security-core",0,2.0.7,MODERATE,CWE-362
CVE-2011-2731,2022-05-17T04:59:50Z,"Concurrent Execution using Shared Resource with Improper Synchronization in Spring Security","org.springframework.security:spring-security-core",3.0.0,3.0.6,MODERATE,CWE-362
CVE-2011-2732,2022-05-17T05:18:15Z,"Improper Control of Generation of Code in Spring Security","org.springframework.security:spring-security-core",0,2.0.7,MODERATE,CWE-94
